id,brand,year,engine_size,value
id_15717,vw,2012,1500,5550
id_38519,ford,2015,1600,3850
id_78062,vw,2011,1500,4000
id_27298,ford,2008,1600,750
id_39572,ford,2009,2000,800
id_4335,vw,2015,1200,7950
id_32644,ford,2012,1400,4000
id_42150,bmw,2013,4000,14000
id_63343,vw,2008,3600,9050
id_11085,bmw,2016,2500,22200
id_55773,vw,2015,1500,8000
id_33437,vw,2008,3600,6650
id_69418,vw,2011,1500,950
id_21569,kia,2010,1200,3900
id_53324,kia,2016,1000,6200
id_8368,kia,2010,800,1000
id_66438,ford,2016,1400,6900
id_61229,vw,2013,1900,6950
id_54693,bmw,2017,1800,23450
id_55661,vw,2016,1200,8350
id_38913,ford,2009,1100,800
id_13196,kia,2012,1400,3750
id_76527,vw,2010,1200,3700
id_70019,ford,2009,1100,800
id_80845,bmw,2014,3000,14950
id_48113,ford,2017,1100,7200
id_73262,kia,2010,1400,3200
id_77656,bmw,2017,4000,32050
id_69920,ford,2009,2200,3050
id_94212,vw,2014,1900,10200
id_90935,vw,2017,2300,13100
id_2382,bmw,2009,4500,12550
id_24632,bmw,2017,2500,25250
id_76041,ford,2011,1400,1950
id_95329,kia,2014,1400,4900
id_1204,bmw,2017,3000,30300
id_60689,bmw,2017,4000,30450
id_42068,bmw,2016,4500,23850
id_88199,vw,2017,1900,11850
id_9032,vw,2011,1500,4550
id_91987,vw,2009,2300,5800
id_52086,vw,2011,2300,6350
id_36304,ferrari,2013,4500,55800
id_80675,vw,2017,1500,12400
id_71484,bmw,2016,4500,29650
id_82132,bmw,2008,2300,7550
id_63977,vw,2011,3600,9950
id_99797,ford,2013,2000,3850
id_28318,ford,2010,3000,2700
id_41903,vw,2015,3600,12350
id_93158,bmw,2011,4000,11600
id_8667,ford,2013,1400,3250
id_63833,vw,2008,1700,600
id_27278,bmw,2011,3000,6000
id_48382,kia,2017,800,5600
id_18659,vw,2016,1200,10050
id_76182,kia,2011,1000,1650
id_67327,vw,2009,1500,3150
id_58302,kia,2016,1200,7350
id_26884,vw,2014,1700,8000
id_47588,bmw,2011,3500,9650
id_55530,vw,2012,2300,7550
id_43502,ford,2009,1800,800
id_90095,ford,2017,1600,10800
id_48514,vw,2011,3600,7500
id_50430,vw,2017,1200,10550
id_90464,vw,2013,2300,5650
id_99008,bmw,2013,4500,18250
id_37263,ford,2009,1600,3250
id_46328,bmw,2012,4000,18100
id_72094,vw,2016,1700,9550
id_77551,ford,2016,3000,10950
id_25620,vw,2014,1700,7800
id_23422,vw,2011,1200,5850
id_5324,vw,2013,3600,13300
id_16449,bmw,2009,3500,8300
id_28772,bmw,2010,2500,9550
id_71615,vw,2016,1500,8850
id_1968,vw,2015,1200,10400
id_30439,vw,2015,1900,8300
id_90492,vw,2014,1200,7050
id_98133,ford,2015,1400,6100
id_43684,kia,2016,1200,7500
id_29639,ford,2009,2000,800
id_43802,ford,2016,1400,6050
id_4740,vw,2010,1700,3750
id_60829,ford,2015,1600,4900
id_25584,vw,2016,2300,16150
id_15942,ford,2010,2500,1600
id_98866,ford,2013,1600,5850
id_49336,ford,2011,1600,2600
id_33759,bmw,2012,4500,7400
id_32320,vw,2010,1200,3750
id_31361,ford,2013,2200,4950
id_59430,bmw,2008,2500,7000
id_37111,vw,2013,1200,7150
id_80821,ford,2014,1800,5600
id_28305,ford,2011,3000,3350
id_1590,bmw,2011,1800,1850
id_5327,ford,2009,1600,800
id_5077,ferrari,2012,5000,71000
id_34318,ferrari,2017,5700,143750
id_20426,ford,2012,2000,3700
id_44925,kia,2014,800,3250
id_67066,vw,2008,1500,3650
id_22565,bmw,2015,3000,20800
id_66725,ford,2009,1600,800
id_69862,ford,2013,1600,2950
id_46999,vw,2015,1500,9050
id_18916,ford,2011,1600,3600
id_1167,bmw,2017,4000,30400
id_25029,bmw,2011,3000,9800
id_92347,ford,2009,2000,1500
id_15852,vw,2008,2300,5300
id_51576,ford,2015,2000,6550
id_12701,kia,2008,1100,1050
id_82494,ford,2015,1600,5750
id_77413,vw,2014,1200,8500
id_81130,bmw,2017,2300,26500
id_39324,bmw,2015,3500,19600
id_54258,vw,2015,1500,9850
id_22500,ford,2009,1800,1250
id_82652,vw,2012,1700,2500
id_92841,kia,2013,1400,4450
id_44267,bmw,2011,2500,9300
id_72408,ford,2017,2000,10350
id_51417,bmw,2016,3500,28700
id_84456,ford,2010,2500,2300
id_79316,ford,2014,2200,7450
id_25783,vw,2017,1900,11150
id_45337,ferrari,2015,5000,109400
id_23124,ford,2011,1800,3250
id_56111,vw,2015,1500,9350
id_37950,vw,2010,1500,3750
id_96877,bmw,2012,1800,13400
id_25323,ford,2013,2200,5050
id_45793,bmw,2013,2500,11500
id_21904,ford,2015,1100,5150
id_34968,vw,2017,3600,17100
id_77444,ford,2015,1800,4750
id_19112,bmw,2013,2500,15500
id_66788,bmw,2010,4500,9600
id_31923,bmw,2017,1800,21450
id_65742,bmw,2008,2300,6250
id_66403,ford,2017,2500,12900
id_1799,ferrari,2011,6200,92800
id_27522,ford,2012,1100,3500
id_73447,bmw,2012,2500,2400
id_34363,ferrari,2011,3600,67550
id_58486,ford,2013,1100,1600
id_9185,ford,2012,1600,3450
id_4875,bmw,2008,2500,2400
id_27115,ford,2017,1600,10300
id_59279,vw,2014,2300,6850
id_88589,bmw,2015,1800,16950
id_59577,vw,2015,1200,8400
id_61344,vw,2009,1200,450
id_23897,vw,2017,1500,12250
id_26233,ford,2012,1800,5000
id_69098,vw,2016,1700,10450
id_49326,ford,2015,2500,10000
id_1366,ford,2016,2200,9150
id_4207,ford,2011,2000,3650
id_11138,bmw,2013,2300,11150
id_37154,vw,2017,1900,12450
id_55630,ford,2008,1800,750
id_34110,vw,2014,1200,5550
id_88232,bmw,2010,4500,14350
id_33956,vw,2014,1700,11250
id_52559,ford,2015,1600,5300
id_47184,vw,2012,2300,6700
id_98650,bmw,2013,4500,15400
id_61337,vw,2015,3600,15400
id_84862,ford,2015,2500,10050
id_30955,ford,2014,2500,4300
id_72473,ford,2009,2500,800
id_44355,ford,2016,2000,9550
id_60862,vw,2015,1700,8650
id_27273,bmw,2014,3000,17750
id_90069,vw,2011,2300,5800
id_21944,bmw,2015,2500,17000
id_29256,ford,2014,3000,6450
id_77612,vw,2017,1200,10800
id_26985,vw,2011,1900,6650
id_97273,ferrari,2012,5000,104800
id_41134,vw,2015,1200,8800
id_85406,vw,2011,1500,5350
id_54843,vw,2009,3600,7650
id_87216,vw,2014,1700,9700
id_24873,vw,2011,1500,8200
id_55269,vw,2015,1200,10200
id_58616,vw,2010,1900,3750
id_49266,bmw,2010,3000,8800
id_24734,bmw,2010,3000,11700
id_37245,vw,2017,2300,12850
id_86800,bmw,2011,1800,6900
id_53012,vw,2017,1700,12300
id_72877,vw,2008,3600,6800
id_65722,vw,2016,1700,8050
id_60801,ford,2009,1800,800
id_7447,ford,2009,1800,800
id_88913,vw,2013,1700,7600
id_97930,vw,2013,1200,5600
id_35140,ford,2010,3000,2900
id_46467,bmw,2010,3000,5850
id_33470,vw,2008,2300,3050
id_67097,vw,2008,2300,1900
id_96637,bmw,2013,4000,17150
id_13246,ford,2010,2500,1900
id_28297,bmw,2008,2500,5950
id_34811,ford,2008,1400,750
id_10462,vw,2010,1500,3750
id_25680,vw,2009,1500,3300
id_25932,vw,2015,1200,7850
id_96872,bmw,2011,2300,9900
id_60563,vw,2017,1900,10900
id_17750,ford,2014,3000,7700
id_53183,ford,2016,1400,6750
id_23695,bmw,2010,2300,5750
id_26818,bmw,2014,1800,15350
id_53817,vw,2010,1500,3750
id_43887,vw,2014,2300,11600
id_18243,vw,2017,2300,16800
id_14081,vw,2008,1500,3250
id_93019,ford,2014,2200,7800
id_27282,kia,2016,800,4950
id_64879,vw,2017,1700,11550
id_91862,bmw,2009,3000,7750
id_13566,ford,2011,1800,4250
id_8014,vw,2014,2300,9800
id_18146,bmw,2011,4500,15850
id_88189,vw,2017,1200,10500
id_32967,vw,2010,1200,3750
id_20911,ford,2009,2000,800
id_64120,bmw,2014,2300,15000
id_72398,ferrari,2009,5000,81550
id_2551,bmw,2008,1800,2900
id_18652,ford,2011,2500,5150
id_74649,vw,2015,3600,12750
id_12099,bmw,2017,3500,24400
id_95001,bmw,2012,4000,13850
id_71434,bmw,2016,3000,19400
id_9528,vw,2009,2300,4100
id_455,ford,2010,3000,4200
id_10114,vw,2012,1900,5500
id_13066,ford,2008,1600,750
id_78098,vw,2015,1500,9300
id_81907,ferrari,2017,6200,128050
id_37177,vw,2017,1500,12850
id_8891,bmw,2016,1800,17100
id_73912,ford,2014,3000,6500
id_76662,bmw,2012,4000,14100
id_88160,vw,2015,1500,9450
id_6413,vw,2011,1900,9100
id_52054,ford,2016,1100,6400
id_16825,ferrari,2011,5000,73600
id_70158,vw,2014,3600,13650
id_72087,bmw,2014,4500,21750
id_22496,kia,2014,800,2400
id_42987,ford,2008,2200,750
id_21676,vw,2008,1700,2100
id_2047,vw,2016,3600,18700
id_72443,vw,2014,1700,8250
id_25421,ford,2015,1600,6500
id_60241,vw,2008,1900,6300
id_57724,kia,2015,1100,6450
id_21159,kia,2012,1100,2650
id_78195,bmw,2013,1800,13150
id_81422,vw,2017,2300,13950
id_68928,ford,2011,2500,3850
id_74520,ford,2015,3000,10750
id_21476,ford,2012,1400,3150
id_59764,ford,2011,2500,1750
id_55506,ford,2010,1800,300
id_41108,bmw,2012,3000,15300
id_84144,vw,2012,1900,8700
id_37306,ford,2009,2500,800
id_96649,vw,2011,1900,8200
id_73040,ford,2011,3000,3200
id_98425,ford,2015,1800,5550
id_19060,kia,2013,1400,6650
id_91303,bmw,2016,1800,20750
id_54848,ford,2017,1100,8150
id_57782,vw,2016,3600,18000
id_77013,ford,2011,2500,3250
id_54336,ford,2013,1100,3450
id_47906,vw,2015,2300,10550
id_4247,vw,2017,1900,13200
id_91586,vw,2013,1500,6250
id_95353,vw,2008,1500,5450
id_26806,ford,2011,3000,3500
id_20636,bmw,2017,4000,30500
id_71530,ford,2014,1800,6450
id_97668,vw,2011,1500,2300
id_37973,vw,2015,1500,9600
id_45829,vw,2012,1900,7650
id_95144,vw,2013,1200,6100
id_98478,bmw,2012,3000,14650
id_85364,ford,2013,1600,1600
id_83097,ford,2016,1600,7550
id_47606,kia,2014,1400,7100
id_67723,ford,2010,1100,2150
id_67540,vw,2015,1500,8600
id_63650,bmw,2009,2300,6800
id_83041,vw,2013,1200,6700
id_80835,bmw,2013,3000,15800
id_9410,vw,2017,1700,12000
id_94291,ford,2017,1600,8950
id_28897,ford,2013,2500,7150
id_18406,bmw,2015,4000,24100
id_46742,vw,2011,1900,5750
id_15645,bmw,2009,4500,10650
id_65004,ford,2013,1400,2800
id_10285,vw,2014,1500,8850
id_43448,vw,2010,1200,3750
id_47353,bmw,2010,2300,10550
id_58528,bmw,2013,4500,20750
id_34949,ford,2013,1400,3800
id_31077,ford,2016,1600,8250
id_31547,vw,2013,2300,7750
id_9108,kia,2016,1400,8100
id_73548,vw,2012,2300,8500
id_40677,kia,2014,1400,7850
id_85643,ford,2015,2500,3750
id_14341,ford,2017,1400,8250
id_41466,ford,2017,2200,12450
id_38238,kia,2011,1100,2300
id_30233,vw,2011,1900,2100
id_87672,ford,2014,2500,5850
id_24398,bmw,2013,2300,13550
id_58754,ford,2015,2500,7500
id_13822,vw,2016,3600,16500
id_48219,ford,2016,1400,7050
id_6732,vw,2014,1200,6850
id_93772,ford,2010,1800,1200
id_94111,ford,2017,2000,10350
id_80695,bmw,2013,2500,11450
id_34555,vw,2011,1900,5900
id_69581,vw,2014,3600,15150
id_32573,vw,2009,1500,4150
id_68394,vw,2008,3600,7300
id_17409,ford,2008,2500,750
id_6748,bmw,2009,3500,10650
id_24640,vw,2015,1200,6650
id_1776,bmw,2011,2300,6500
id_70908,bmw,2015,4000,22100
id_6767,kia,2012,1400,5500
id_19373,vw,2017,1500,10800
id_16115,vw,2012,1700,6750
id_69466,bmw,2017,4000,30700
id_15721,bmw,2013,2300,7200
id_50837,bmw,2010,1800,10050
id_6322,vw,2015,1500,7850
id_15167,ford,2017,1400,10500
id_2428,ford,2014,1400,4400
id_76092,ford,2012,2000,3100
id_97162,ford,2011,2200,2650
id_74456,ford,2012,3000,5900
id_80288,ford,2016,1600,8450
id_31354,bmw,2008,2500,7700
id_81272,ford,2016,2200,9400
id_37960,vw,2009,1200,2350
id_74272,vw,2013,1500,3700
id_15731,ford,2012,2200,4650
id_51395,vw,2016,1200,7500
id_43593,ford,2016,2500,9300
id_83784,kia,2009,1100,1700
id_6598,bmw,2010,3000,8800
id_5450,ford,2009,1800,800
id_21345,vw,2017,1500,11650
id_21823,bmw,2012,4000,15700
id_59283,vw,2016,3600,15850
id_42632,ford,2012,1400,150
id_65964,ford,2013,2200,1600
id_42459,bmw,2011,2300,4550
id_18087,bmw,2009,4000,11450
id_12429,vw,2008,1900,250
id_80636,vw,2009,1900,5850
id_56810,ford,2013,1100,3250
id_91382,ford,2015,1600,6300
id_1042,vw,2015,2300,7650
id_77370,ford,2012,2200,4800
id_65515,ford,2015,2200,10050
id_29989,ford,2011,1800,2500
id_16882,vw,2015,1700,10800
id_54483,bmw,2011,4000,14100
id_43855,ford,2012,2200,1200
id_37559,vw,2016,1900,14400
id_32620,kia,2013,1200,5750
id_56685,ford,2010,1400,750
id_70821,vw,2011,1200,2850
id_33374,kia,2008,1100,1050
id_49054,bmw,2014,2500,14400
id_81249,bmw,2010,1800,7200
id_14643,bmw,2010,4000,12450
id_64809,kia,2011,1000,2850
id_86344,vw,2008,2300,5700
id_3781,ford,2014,3000,7400
id_61590,ford,2014,2200,5700
id_29891,kia,2013,1200,4850
id_41005,kia,2017,1100,6350
id_35652,vw,2009,1500,3200
id_89049,bmw,2008,2500,7850
id_38382,vw,2016,2300,14550
id_50248,ford,2010,2000,2650
id_43204,bmw,2017,4500,37950
id_98190,vw,2015,1500,8450
id_95185,vw,2010,1200,3750
id_40063,vw,2010,1200,3750
id_14190,ford,2013,1400,4700
id_12149,ford,2014,2000,5650
id_89802,kia,2015,800,3750
id_66968,ford,2010,3000,1700
id_12125,ford,2008,1400,750
id_30351,vw,2011,1900,5650
id_54079,vw,2016,2300,11000
id_30811,vw,2010,1200,3750
id_95406,bmw,2010,1800,6300
id_54964,bmw,2012,3500,14900
id_28343,bmw,2016,2300,20050
id_74964,ford,2010,3000,2800
id_93439,vw,2017,1200,10100
id_45656,bmw,2017,2500,16500
id_99163,ford,2017,3000,14150
id_56080,ford,2009,1800,800
id_61554,bmw,2015,2500,20750
id_40217,ford,2015,3000,10150
id_25160,ford,2016,1800,9100
id_21122,bmw,2008,4500,11000
id_9979,kia,2014,1100,5150
id_23670,kia,2011,1100,4150
id_18625,bmw,2017,2500,25350
id_11535,bmw,2013,2500,18400
id_22166,vw,2014,1900,10650
id_53283,ford,2015,1400,5100
id_86814,bmw,2013,3000,18700
id_71783,vw,2015,1200,7950
id_64281,vw,2013,1500,4650
id_83850,ford,2016,1600,7500
id_51383,bmw,2014,4000,18200
id_39794,vw,2014,1200,8250
id_89347,vw,2010,2300,3750
id_55531,vw,2014,3600,11200
id_49662,vw,2008,1200,4000
id_49632,vw,2011,2300,8300
id_6640,bmw,2009,2500,4250
id_67487,ford,2016,1600,7800
id_47916,bmw,2008,2300,6050
id_49658,bmw,2012,4000,16150
id_80644,vw,2014,1700,6950
id_25960,vw,2017,1500,11250
id_54345,vw,2012,1500,5700
id_51581,bmw,2011,4000,14250
id_62672,vw,2016,1200,8300
id_2985,vw,2013,1700,7750
id_59054,ford,2016,1100,6000
id_66815,vw,2010,2300,3750
id_24839,vw,2010,1500,3750
id_22749,ford,2009,2000,800
id_52020,vw,2012,2300,8500
id_63439,bmw,2012,3500,15500
id_53494,ford,2008,2500,750
id_92221,bmw,2009,3000,10050
id_37853,vw,2014,1700,8650
id_35778,vw,2009,1200,4000
id_10264,vw,2016,1900,8900
id_2595,ford,2010,2200,1500
id_65391,ferrari,2009,5700,16700
id_2136,ford,2011,2000,3800
id_79208,vw,2009,2300,6750
id_40646,ford,2014,2200,7450
id_55170,vw,2013,1500,6650
id_53016,vw,2013,1200,5400
id_51628,vw,2013,1200,1750
id_34279,vw,2017,1700,10500
id_92993,ford,2017,1400,8850
id_405,vw,2013,1200,7500
id_93524,ford,2015,1800,6450
id_73554,bmw,2017,2300,31900
id_95309,ferrari,2008,6200,120900
id_17221,vw,2010,1200,3750
id_10872,bmw,2011,4000,17350
id_24392,vw,2017,3600,17900
id_42629,bmw,2011,4500,10650
id_89656,ford,2011,1100,3300
id_90474,ford,2012,1100,1200
id_33110,ford,2016,1100,7150
id_82651,vw,2008,1500,3700
id_83402,vw,2011,3600,10350
id_79378,kia,2010,1100,650
id_53701,bmw,2011,1800,7800
id_93494,ford,2009,1400,2550
id_89118,ford,2008,1100,750
id_62943,bmw,2011,1800,9400
id_9476,bmw,2013,3500,9600
id_46724,ford,2016,3000,12900
id_1792,ford,2017,2000,12400
id_72666,ferrari,2012,6200,107050
id_94550,vw,2017,1700,12050
id_89792,kia,2015,1100,6150
id_35318,bmw,2010,3000,7100
id_26530,ford,2008,1100,750
id_72403,bmw,2014,3000,11350
id_58266,ford,2016,3000,13200
id_9724,ford,2015,2000,6550
id_83207,ford,2016,2000,9200
id_16700,ford,2015,1600,7000
id_31773,ford,2011,2200,2600
id_36778,bmw,2013,4500,19700
id_94617,ford,2013,2000,3850
id_66053,vw,2016,1700,9250
id_53193,kia,2013,1100,4350
id_96049,bmw,2008,3000,6750
id_93411,vw,2011,1700,8600
id_93482,ford,2017,3000,11700
id_51325,vw,2011,1900,8000
id_85852,kia,2015,1100,6200
id_39420,vw,2015,1700,8850
id_48997,ford,2013,1600,1600
id_35846,vw,2008,1500,3300
id_52572,kia,2008,800,1050
id_64671,kia,2015,1000,3750
id_32404,ford,2010,2000,3250
id_55576,kia,2015,1100,5950
id_11745,vw,2011,1900,6850
id_70867,bmw,2012,2300,13250
id_38041,bmw,2010,4500,12550
id_53603,ferrari,2013,4500,37500
id_83063,vw,2014,1200,8450
id_7815,ford,2017,3000,13800
id_1828,kia,2015,1100,6550
id_43155,bmw,2011,2500,11850
id_19562,bmw,2011,1800,8800
id_10225,vw,2015,1200,7900
id_97401,ford,2008,3000,750
id_9240,bmw,2015,3000,20000
id_99133,bmw,2012,4000,15300
id_93981,ford,2009,2200,3150
id_86508,ford,2011,1800,3500
id_88861,kia,2012,1100,2700
id_62888,bmw,2015,2500,15500
id_53804,ford,2016,2500,9100
id_4404,ford,2015,2000,6550
id_29317,bmw,2017,4500,29750
id_19759,vw,2016,3600,13350
id_11616,ford,2011,2500,4350
id_45599,kia,2008,1100,1050
id_17514,bmw,2011,4500,4000
id_81842,vw,2008,3600,2650
id_22288,ford,2017,2500,9350
id_74271,bmw,2016,3000,27550
id_74046,kia,2010,1200,3650
id_84950,bmw,2012,3000,13500
id_91649,ford,2017,1800,11000
id_32083,ford,2012,2500,5150
id_35081,kia,2013,800,2550
id_14637,vw,2010,1200,3750
id_50107,bmw,2008,3000,6700
id_65996,bmw,2013,4000,20450
id_40495,kia,2012,1100,3850
id_11545,ford,2008,2500,750
id_73168,ford,2011,1100,950
id_85997,vw,2010,1500,3750
id_70839,vw,2009,1900,2600
id_48142,ford,2016,2500,10800
id_49180,bmw,2013,4000,20900
id_25455,vw,2009,1700,5150
id_31045,vw,2015,1900,11050
id_66324,ferrari,2010,6200,91550
id_68195,ford,2016,2500,10700
id_57400,ford,2014,2000,7550
id_130,ford,2013,1100,3950
id_20514,bmw,2012,4500,16000
id_72479,bmw,2016,3000,24650
id_90612,ford,2011,1400,3450
id_13507,vw,2017,1500,10750
id_73341,vw,2015,1900,8600
id_42207,ford,2010,2000,250
id_63432,kia,2017,800,4900
id_83180,vw,2011,3600,10600
id_98130,ford,2012,1600,1200
id_93864,bmw,2011,3500,6300
id_92594,ford,2017,2200,13300
id_1142,ford,2015,1400,5500
id_55839,ford,2016,1100,6800
id_97591,ford,2013,1800,4400
id_81073,ford,2011,2500,3600
id_77086,ford,2016,2500,11250
id_54085,ford,2008,1800,750
id_67892,ford,2011,1400,2400
id_28295,vw,2013,1200,5900
id_79969,vw,2017,2300,13350
id_33605,vw,2015,1500,10950
id_43867,ford,2017,3000,12250
id_47223,bmw,2013,4000,16800
id_13656,bmw,2014,4000,20400
id_17984,kia,2017,1400,9350
id_22306,vw,2012,1900,6850
id_78036,ford,2013,1400,3950
id_88368,bmw,2016,4500,32300
id_41009,bmw,2009,2300,6900
id_84307,kia,2008,1100,1050
id_79064,vw,2016,1200,9050
id_41719,kia,2009,800,1500
id_20061,vw,2017,1200,9100
id_95427,ferrari,2014,3600,105800
id_60462,ferrari,2009,6200,45650
id_94454,ford,2011,1800,850
id_4419,ford,2008,2200,750
id_55307,vw,2009,2300,2250
id_6273,vw,2016,1200,10050
id_70263,ford,2014,1400,3950
id_20894,vw,2015,1900,7300
id_51268,ford,2013,2000,1650
id_35970,bmw,2014,3000,11000
id_3348,ford,2011,2500,1950
id_81625,ford,2009,1400,1500
id_556,kia,2010,1200,2450
id_54643,kia,2009,1200,2000
id_41852,vw,2017,3600,21250
id_73971,ford,2014,1400,5900
id_37861,kia,2013,1200,4750
id_63912,vw,2008,3600,5200
id_29350,vw,2016,1500,12300
id_69261,vw,2014,3600,17700
id_85234,vw,2013,1900,7750
id_59112,vw,2012,3600,11450
id_20604,vw,2014,3600,13150
id_11213,bmw,2015,3000,18600
id_29611,vw,2016,1500,11850
id_92567,ford,2016,2000,8300
id_68525,vw,2011,1500,6450
id_46276,vw,2011,1500,5050
id_59621,bmw,2010,2500,11450
id_42371,ford,2013,1600,3100
id_23279,ford,2012,2000,3900
id_60795,kia,2012,1200,4750
id_27112,ford,2014,2000,6000
id_5059,ford,2014,2500,9150
id_45916,ford,2015,2200,6000
id_67847,vw,2011,3600,10200
id_13353,ford,2012,2500,3600
id_49970,vw,2016,2300,12000
id_15499,ford,2008,1600,750
id_12146,ford,2011,2500,3800
id_15385,ford,2009,2000,800
id_46230,vw,2017,1200,10500
id_58442,ford,2010,2200,2400
id_19386,ford,2011,2500,3250
id_93324,kia,2014,1000,4200
id_17609,bmw,2010,2500,2150
id_49670,vw,2009,2300,3000
id_74806,kia,2013,800,2600
id_49037,ford,2017,1800,10800
id_70922,vw,2011,2300,7400
id_82573,ford,2012,1100,1200
id_61412,ford,2011,1600,1950
id_72154,vw,2011,1900,3750
id_97335,ford,2013,2500,5050
id_84773,ford,2009,2000,800
id_4911,vw,2010,1200,3750
id_27147,ford,2015,1600,4650
id_222,kia,2013,1400,4800
id_64606,ford,2014,2500,6000
id_21619,kia,2013,1200,4200
id_21232,bmw,2013,3500,16500
id_33103,vw,2013,1500,8600
id_80601,vw,2015,3600,14100
id_26719,ford,2010,1100,1200
id_5282,kia,2010,1000,700
id_51155,vw,2016,1900,10000
id_64481,vw,2010,1200,3750
id_37222,vw,2008,1500,4100
id_27806,ford,2015,2000,6550
id_85437,vw,2008,3600,7900
id_58974,vw,2016,1200,10600
id_46443,ford,2009,2200,800
id_52976,ford,2011,1600,2400
id_58082,kia,2015,1200,7000
id_27984,vw,2011,1200,5700
id_28497,bmw,2013,1800,13450
id_81781,ford,2011,2000,3200
id_18536,kia,2010,1100,3150
id_1115,ford,2013,2000,1650
id_77446,vw,2014,2300,11300
id_40421,vw,2012,1900,9250
id_73136,vw,2012,1700,5250
id_37572,bmw,2010,2500,9450
id_97550,ford,2008,2000,750
id_56340,ford,2010,1600,1950
id_43811,bmw,2012,2300,14400
id_20760,vw,2008,3600,4750
id_25096,vw,2014,3600,14050
id_49803,vw,2013,1200,6300
id_54225,bmw,2014,4500,26800
id_3332,vw,2012,3600,10200
id_34548,bmw,2013,4000,18250
id_88544,bmw,2009,3500,9050
id_61874,kia,2015,1100,7000
id_8320,ford,2014,3000,9600
id_89543,ford,2013,1400,3200
id_2596,ford,2017,3000,11600
id_73129,vw,2008,1700,2950
id_6150,ford,2009,2000,2800
id_17901,ford,2012,2500,4300
id_72702,vw,2009,3600,6800
id_55593,ford,2012,3000,5400
id_42747,ford,2017,1400,9850
id_28070,bmw,2016,4500,22550
id_40846,vw,2011,1200,2600
id_92312,bmw,2010,4000,12600
id_74712,vw,2012,2300,5800
id_14141,vw,2014,1700,9250
id_22884,ford,2009,1800,1900
id_6978,kia,2016,800,4900
id_13128,ford,2016,1100,6750
id_19437,bmw,2014,4500,21100
id_21567,ford,2014,2200,5950
id_44999,vw,2012,3600,13500
id_84757,ford,2011,1400,3150
id_39694,vw,2012,1500,4050
id_41062,ford,2016,1400,6500
id_84413,vw,2014,1200,5850
id_60586,vw,2009,1200,4250
id_45271,vw,2016,2300,11300
id_58856,ford,2015,2500,7750
id_47251,vw,2014,1900,3450
id_36257,vw,2013,1200,6400
id_25703,ford,2010,3000,2550
id_48154,kia,2013,1400,5650
id_51408,ford,2010,2500,1700
id_79436,kia,2013,1400,4500
id_68599,ford,2008,1800,750
id_2976,ford,2017,3000,15800
id_30183,bmw,2008,3500,9250
id_19392,vw,2017,1700,12450
id_70027,vw,2009,2300,4650
id_29444,ford,2012,2200,4550
id_39214,ford,2017,3000,14050
id_87006,bmw,2014,4500,21800
id_13433,ford,2009,2000,800
id_31812,ford,2017,3000,12900
id_1960,bmw,2013,3000,16550
id_68075,ford,2013,3000,7850
id_90694,kia,2013,800,2000
id_802,ford,2012,1600,1200
id_28193,ferrari,2015,5700,113000
id_50189,ford,2012,1600,2950
id_87246,ford,2011,3000,3700
id_83732,vw,2015,1700,8100
id_4108,ford,2011,3000,3700
id_85896,vw,2010,1200,3750
id_18014,bmw,2011,1800,7350
id_60133,vw,2014,3600,15500
id_39826,bmw,2016,3000,21650
id_41019,ford,2014,1100,5000
id_51841,ford,2014,3000,8050
id_28792,ferrari,2010,4500,94450
id_6148,vw,2012,1700,3350
id_70675,vw,2008,2300,2500
id_12881,kia,2010,1400,3800
id_70317,vw,2009,1900,2650
id_29897,ford,2009,2500,2400
id_99117,bmw,2017,1800,24300
id_67845,ford,2014,1800,5250
id_66673,kia,2013,1000,2950
id_5221,bmw,2016,2300,18300
id_39107,ford,2009,2200,850
id_599,ford,2009,3000,850
id_83153,ford,2015,2500,8100
id_99260,ford,2015,1800,7800
id_7666,bmw,2011,4000,11950
id_29896,bmw,2008,3000,6450
id_26117,ford,2008,1600,750
id_39863,ford,2008,1800,750
id_85557,bmw,2009,3500,8300
id_80130,kia,2012,1100,1850
id_45205,vw,2008,1900,3350
id_78366,vw,2013,2300,10700
id_51800,bmw,2015,3000,20750
id_80893,vw,2014,1200,6300
id_54132,vw,2008,2300,4050
id_41350,ford,2012,3000,5750
id_13891,vw,2015,1200,9200
id_9767,ford,2017,1400,8350
id_41938,ford,2017,3000,15000
id_36639,ford,2009,2000,850
id_30656,vw,2015,3600,15750
id_40818,bmw,2009,3500,9000
id_12426,ford,2015,1400,7700
id_48998,ferrari,2012,6200,100050
id_23216,vw,2008,2300,6700
id_76124,vw,2010,1900,3800
id_81835,vw,2013,1200,5650
id_46996,kia,2013,800,3550
id_81653,bmw,2012,3000,11400
id_60067,ford,2010,2000,350
id_93990,ferrari,2017,4500,128650
id_87287,ford,2017,1400,8650
id_78029,bmw,2013,2300,12850
id_88969,ford,2016,1400,6950
id_53206,bmw,2008,3000,8500
id_49556,kia,2015,800,3800
id_97230,ford,2017,2500,14000
id_63845,ford,2014,1400,6150
id_83918,vw,2016,1200,10050
id_67811,ford,2015,1400,6450
id_77168,ford,2009,2500,850
id_62845,vw,2008,1500,950
id_11263,ford,2012,2000,1200
id_8125,kia,2015,1200,7850
id_87589,ford,2011,1400,3400
id_44674,bmw,2009,1800,7850
id_41123,ford,2014,1800,3600
